p_id,name,brand,stock,specifications,car_model,year,price_a,price_b,price_c,notes
CCS-003,離合器總成,OEM,0,1.8 6PK 114m 吸片 長軸,TIIDA,06~12,0,0,0,
CCS-064,離合器總成,OEM,0,2.4 4PK DKS 123mm KIKI型,ZINGER,05-,0,0,0,
CCS-136,離合器總成,OEM,0,1.6 7PK 104mm(可代6PK),TIIDA,13-,0,0,0,
